clip_id,stratum,group,tier,endpoint,seed,path,T,a_idx,b_idx,two_sided,md5,static_pix,twin_clip_id,prompt_cat,grid,notes
probe__P01H__wireframe_7__s44,S-PROBE,R1,high,wireframe_7,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P01H__wireframe_7__s44.mp4,121,8,120,False,55702abc3bd2c0213ffbc942370efbbd,False,,full,,prompt_id=P01H;witness
probe_r2__P01H__s44,S-PROBE,R2,high,wireframe_7,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P01H__s44.mp4,121,8,113,True,a689efef21d03cc946466b9284eff812,False,probe__P01H__wireframe_7__s44,full,,prompt_id=P01H
probe_r3__P01H__s44,S-PROBE,R3,high,wireframe_7,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P01H__s44.mp4,121,8,113,True,7a1dbf12b85231990e36cfdfd409da3c,False,probe__P01H__wireframe_7__s44,captions,,prompt_id=P01H
probe__P02H__super_fast_run_10__s42,S-PROBE,R1,high,super_fast_run_10,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P02H__super_fast_run_10__s42.mp4,121,8,120,False,e2790282ff60accf58452a3e03b351b0,False,,full,,prompt_id=P02H;witness
probe_r2__P02H__s42,S-PROBE,R2,high,super_fast_run_10,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P02H__s42.mp4,121,8,113,True,96ffa76391a3b24b1d67b70378359c1c,False,probe__P02H__super_fast_run_10__s42,full,,prompt_id=P02H
probe_r3__P02H__s42,S-PROBE,R3,high,super_fast_run_10,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P02H__s42.mp4,121,8,113,True,e2f543e0cf0704a4a20836f898aac714,False,probe__P02H__super_fast_run_10__s42,captions,,prompt_id=P02H
probe__P02H__super_fast_run_10__s43,S-PROBE,R1,high,super_fast_run_10,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P02H__super_fast_run_10__s43.mp4,121,8,120,False,1109b21c90eb9622e739e91e98a94d88,False,,full,,prompt_id=P02H;witness
probe_r2__P02H__s43,S-PROBE,R2,high,super_fast_run_10,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P02H__s43.mp4,121,8,113,True,64b280ed59c4769c4d7011ea00e4a12f,False,probe__P02H__super_fast_run_10__s43,full,,prompt_id=P02H
probe_r3__P02H__s43,S-PROBE,R3,high,super_fast_run_10,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P02H__s43.mp4,121,8,113,True,a9d5687cb814f1972bc1b7fc4a5edc59,False,probe__P02H__super_fast_run_10__s43,captions,,prompt_id=P02H
probe__P02H__super_fast_run_10__s44,S-PROBE,R1,high,super_fast_run_10,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P02H__super_fast_run_10__s44.mp4,121,8,120,False,48923d655cdb6e32614b347e7b6338ab,False,,full,,prompt_id=P02H;witness
probe_r2__P02H__s44,S-PROBE,R2,high,super_fast_run_10,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P02H__s44.mp4,121,8,113,True,d69ef843dc78885281f9330f89bb52d9,False,probe__P02H__super_fast_run_10__s44,full,,prompt_id=P02H
probe_r3__P02H__s44,S-PROBE,R3,high,super_fast_run_10,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P02H__s44.mp4,121,8,113,True,151aa5b17b1793a9123789f336d1c129,False,probe__P02H__super_fast_run_10__s44,captions,,prompt_id=P02H
probe__P03H__portal_1__s42,S-PROBE,R1,high,portal_1,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P03H__portal_1__s42.mp4,121,8,120,False,be7b63b51b419bee403063c5a040cce0,False,,full,,prompt_id=P03H;witness
probe_r2__P03H__s42,S-PROBE,R2,high,portal_1,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P03H__s42.mp4,121,8,113,True,3306c06a62296358bcc1c84438f33c77,False,probe__P03H__portal_1__s42,full,,prompt_id=P03H
probe_r3__P03H__s42,S-PROBE,R3,high,portal_1,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P03H__s42.mp4,121,8,113,True,125fd491b118618b0f67354fb7062a71,False,probe__P03H__portal_1__s42,captions,,prompt_id=P03H
probe__P03H__portal_1__s43,S-PROBE,R1,high,portal_1,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P03H__portal_1__s43.mp4,121,8,120,False,291b44d3bef88fc4fae074b1fe6fef82,False,,full,,prompt_id=P03H;witness
probe_r2__P03H__s43,S-PROBE,R2,high,portal_1,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P03H__s43.mp4,121,8,113,True,901a867162adc3bb360b2be15c219292,False,probe__P03H__portal_1__s43,full,,prompt_id=P03H
probe_r3__P03H__s43,S-PROBE,R3,high,portal_1,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P03H__s43.mp4,121,8,113,True,769f1a15b918ad9cf68824ce8578c267,False,probe__P03H__portal_1__s43,captions,,prompt_id=P03H
probe__P03H__portal_1__s44,S-PROBE,R1,high,portal_1,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P03H__portal_1__s44.mp4,121,8,120,False,dd8238093c5a4f8dd2c442b1b149da69,False,,full,,prompt_id=P03H;witness
probe_r2__P03H__s44,S-PROBE,R2,high,portal_1,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P03H__s44.mp4,121,8,113,True,6a13a3294cc4568d80572c141cece364,False,probe__P03H__portal_1__s44,full,,prompt_id=P03H
probe_r3__P03H__s44,S-PROBE,R3,high,portal_1,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P03H__s44.mp4,121,8,113,True,dfd6498d1cb4ac7cc2e95c7ba569df0d,False,probe__P03H__portal_1__s44,captions,,prompt_id=P03H
probe__P04H__portal_10__s42,S-PROBE,R1,high,portal_10,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P04H__portal_10__s42.mp4,121,8,120,False,7ef2501543d46fed816e958e153ec014,False,,full,,prompt_id=P04H;witness
probe_r2__P04H__s42,S-PROBE,R2,high,portal_10,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P04H__s42.mp4,121,8,113,True,744e41f1a7163f871f270a326ba55918,False,probe__P04H__portal_10__s42,full,,prompt_id=P04H
probe_r3__P04H__s42,S-PROBE,R3,high,portal_10,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P04H__s42.mp4,121,8,113,True,d08212f3b21d716243b6912471d3fd1f,False,probe__P04H__portal_10__s42,captions,,prompt_id=P04H
probe__P04H__portal_10__s43,S-PROBE,R1,high,portal_10,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P04H__portal_10__s43.mp4,121,8,120,False,24fa85aa4833a55650bfae5630952400,False,,full,,prompt_id=P04H;witness
probe_r2__P04H__s43,S-PROBE,R2,high,portal_10,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P04H__s43.mp4,121,8,113,True,b3044d5401e7294b07621c0ae482e7cf,False,probe__P04H__portal_10__s43,full,,prompt_id=P04H
probe_r3__P04H__s43,S-PROBE,R3,high,portal_10,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P04H__s43.mp4,121,8,113,True,ebd10a5ab36e43d4b225308e9d5cfa01,False,probe__P04H__portal_10__s43,captions,,prompt_id=P04H
probe__P04H__portal_10__s44,S-PROBE,R1,high,portal_10,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P04H__portal_10__s44.mp4,121,8,120,False,f2bf70a90f16c82cceb6a66b4940b06f,False,,full,,prompt_id=P04H;witness
probe_r2__P04H__s44,S-PROBE,R2,high,portal_10,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P04H__s44.mp4,121,8,113,True,e258bd458e4debedab86156ab2ef8687,False,probe__P04H__portal_10__s44,full,,prompt_id=P04H
probe_r3__P04H__s44,S-PROBE,R3,high,portal_10,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P04H__s44.mp4,121,8,113,True,cd69bc922a1082fa7add108ffc0e17ed,False,probe__P04H__portal_10__s44,captions,,prompt_id=P04H
probe__P05H__explosion_1__s42,S-PROBE,R1,high,explosion_1,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P05H__explosion_1__s42.mp4,121,8,120,False,6a2170d4df5ff74a299577c48d7b9859,False,,full,,prompt_id=P05H;witness
probe_r2__P05H__s42,S-PROBE,R2,high,explosion_1,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P05H__s42.mp4,121,8,113,True,da2fb47a8b6e45c53cb3a830d51fd203,False,probe__P05H__explosion_1__s42,full,,prompt_id=P05H
probe_r3__P05H__s42,S-PROBE,R3,high,explosion_1,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P05H__s42.mp4,121,8,113,True,89f49b475dac18cd6c8ef70948e86f2b,False,probe__P05H__explosion_1__s42,captions,,prompt_id=P05H
probe__P05H__explosion_1__s43,S-PROBE,R1,high,explosion_1,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P05H__explosion_1__s43.mp4,121,8,120,False,28d140ac1f0385809ca2fc8c691c7431,False,,full,,prompt_id=P05H;witness
probe_r2__P05H__s43,S-PROBE,R2,high,explosion_1,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P05H__s43.mp4,121,8,113,True,8e4b207c46f0fe0e296acecb98c9321b,False,probe__P05H__explosion_1__s43,full,,prompt_id=P05H
probe_r3__P05H__s43,S-PROBE,R3,high,explosion_1,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P05H__s43.mp4,121,8,113,True,06223ce5510341a5752946465efdfb01,False,probe__P05H__explosion_1__s43,captions,,prompt_id=P05H
probe__P05H__explosion_1__s44,S-PROBE,R1,high,explosion_1,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P05H__explosion_1__s44.mp4,121,8,120,False,92f83c14ce98f97c1305b224beeba97e,False,,full,,prompt_id=P05H;witness
probe_r2__P05H__s44,S-PROBE,R2,high,explosion_1,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P05H__s44.mp4,121,8,113,True,090298c3321b1c4bfdd0f9817eaa0942,False,probe__P05H__explosion_1__s44,full,,prompt_id=P05H
probe_r3__P05H__s44,S-PROBE,R3,high,explosion_1,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P05H__s44.mp4,121,8,113,True,80c46f3dd9aabfea87118efd05d55d49,False,probe__P05H__explosion_1__s44,captions,,prompt_id=P05H
probe__P06H__explosion_0__s42,S-PROBE,R1,high,explosion_0,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P06H__explosion_0__s42.mp4,121,8,120,False,70eac354c7e49808ab0903bc2b988816,False,,full,,prompt_id=P06H;witness
probe_r2__P06H__s42,S-PROBE,R2,high,explosion_0,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P06H__s42.mp4,121,8,113,True,721a2a2535fecd4c8593ce7ea990d282,False,probe__P06H__explosion_0__s42,full,,prompt_id=P06H
probe_r3__P06H__s42,S-PROBE,R3,high,explosion_0,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P06H__s42.mp4,121,8,113,True,81767c8fc9c709ab3c249e57fe2c7ce6,False,probe__P06H__explosion_0__s42,captions,,prompt_id=P06H
probe__P06H__explosion_0__s43,S-PROBE,R1,high,explosion_0,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P06H__explosion_0__s43.mp4,121,8,120,False,aa9de5d3086f4b09c03c71865d5ee1f3,False,,full,,prompt_id=P06H;witness
probe_r2__P06H__s43,S-PROBE,R2,high,explosion_0,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P06H__s43.mp4,121,8,113,True,7113aeda2890bd19f9e66402e0019f47,False,probe__P06H__explosion_0__s43,full,,prompt_id=P06H
probe_r3__P06H__s43,S-PROBE,R3,high,explosion_0,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P06H__s43.mp4,121,8,113,True,7021889455db5b8416f9b8b99e923157,False,probe__P06H__explosion_0__s43,captions,,prompt_id=P06H
probe__P06H__explosion_0__s44,S-PROBE,R1,high,explosion_0,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P06H__explosion_0__s44.mp4,121,8,120,False,3bf3aea48e962c4ccce733f1482640f0,False,,full,,prompt_id=P06H;witness
probe_r2__P06H__s44,S-PROBE,R2,high,explosion_0,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P06H__s44.mp4,121,8,113,True,5aa1c9ca1e6c054c441cdbd2e6f0c099,False,probe__P06H__explosion_0__s44,full,,prompt_id=P06H
probe_r3__P06H__s44,S-PROBE,R3,high,explosion_0,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P06H__s44.mp4,121,8,113,True,d8e560fba9ce673d51b196354774bfb1,False,probe__P06H__explosion_0__s44,captions,,prompt_id=P06H
probe__P07H__plasma_explosion_2__s42,S-PROBE,R1,high,plasma_explosion_2,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P07H__plasma_explosion_2__s42.mp4,121,8,120,False,6ee079eae75b289a6983f4af5aa6cc15,False,,full,,prompt_id=P07H;witness
probe_r2__P07H__s42,S-PROBE,R2,high,plasma_explosion_2,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P07H__s42.mp4,121,8,113,True,fdbf4d17f7704bbc8f3f7d95fd55cf0d,False,probe__P07H__plasma_explosion_2__s42,full,,prompt_id=P07H
probe_r3__P07H__s42,S-PROBE,R3,high,plasma_explosion_2,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P07H__s42.mp4,121,8,113,True,17188dcd7680cefc8d96134d110d6c99,False,probe__P07H__plasma_explosion_2__s42,captions,,prompt_id=P07H
probe__P07H__plasma_explosion_2__s43,S-PROBE,R1,high,plasma_explosion_2,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P07H__plasma_explosion_2__s43.mp4,121,8,120,False,4e42eb22e871c62d48c9308b6a801a35,False,,full,,prompt_id=P07H;witness
probe_r2__P07H__s43,S-PROBE,R2,high,plasma_explosion_2,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P07H__s43.mp4,121,8,113,True,3fd6e8c0b3110b779970b4fab952efee,False,probe__P07H__plasma_explosion_2__s43,full,,prompt_id=P07H
probe_r3__P07H__s43,S-PROBE,R3,high,plasma_explosion_2,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P07H__s43.mp4,121,8,113,True,cb863ad7fc272dac2d58809861839bad,False,probe__P07H__plasma_explosion_2__s43,captions,,prompt_id=P07H
probe__P07H__plasma_explosion_2__s44,S-PROBE,R1,high,plasma_explosion_2,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P07H__plasma_explosion_2__s44.mp4,121,8,120,False,941bba75cbc82a5205274cfb4cdc323c,False,,full,,prompt_id=P07H;witness
probe_r2__P07H__s44,S-PROBE,R2,high,plasma_explosion_2,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P07H__s44.mp4,121,8,113,True,f3dcab01f4bd894d648e8a95b95daefc,False,probe__P07H__plasma_explosion_2__s44,full,,prompt_id=P07H
probe_r3__P07H__s44,S-PROBE,R3,high,plasma_explosion_2,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P07H__s44.mp4,121,8,113,True,91810986ca694a956513708ef9be0902,False,probe__P07H__plasma_explosion_2__s44,captions,,prompt_id=P07H
probe__P08H__point_cloud_1__s42,S-PROBE,R1,high,point_cloud_1,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P08H__point_cloud_1__s42.mp4,121,8,120,False,aa0f0080a2d1ba2ebd1aff523883384a,False,,full,,prompt_id=P08H;witness
probe_r2__P08H__s42,S-PROBE,R2,high,point_cloud_1,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P08H__s42.mp4,121,8,113,True,019d61e676904c20d602eacad96c675e,False,probe__P08H__point_cloud_1__s42,full,,prompt_id=P08H
probe_r3__P08H__s42,S-PROBE,R3,high,point_cloud_1,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P08H__s42.mp4,121,8,113,True,7019b6d4eafc8852a6bd6adf693435f1,False,probe__P08H__point_cloud_1__s42,captions,,prompt_id=P08H
probe__P08H__point_cloud_1__s43,S-PROBE,R1,high,point_cloud_1,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P08H__point_cloud_1__s43.mp4,121,8,120,False,3ae8319dd390d4982d38e59e9906f05d,False,,full,,prompt_id=P08H;witness
probe_r2__P08H__s43,S-PROBE,R2,high,point_cloud_1,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P08H__s43.mp4,121,8,113,True,e72887b6e8ff9bd0d15ad7259e1488ca,False,probe__P08H__point_cloud_1__s43,full,,prompt_id=P08H
probe_r3__P08H__s43,S-PROBE,R3,high,point_cloud_1,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P08H__s43.mp4,121,8,113,True,d056247094e805b4712c5b8dac01843b,False,probe__P08H__point_cloud_1__s43,captions,,prompt_id=P08H
probe__P08H__point_cloud_1__s44,S-PROBE,R1,high,point_cloud_1,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P08H__point_cloud_1__s44.mp4,121,8,120,False,44d20f0878c42d25fd293300196a1507,False,,full,,prompt_id=P08H;witness
probe_r2__P08H__s44,S-PROBE,R2,high,point_cloud_1,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P08H__s44.mp4,121,8,113,True,63db1c0332bc0992615f0a3d1c9a1326,False,probe__P08H__point_cloud_1__s44,full,,prompt_id=P08H
probe_r3__P08H__s44,S-PROBE,R3,high,point_cloud_1,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P08H__s44.mp4,121,8,113,True,bd0a4f170951bc3bed8c4953ec921a00,False,probe__P08H__point_cloud_1__s44,captions,,prompt_id=P08H
probe__P09H__point_cloud_0__s42,S-PROBE,R1,high,point_cloud_0,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P09H__point_cloud_0__s42.mp4,121,8,120,False,7816446ee2db19326788b792f7246cd1,False,,full,,prompt_id=P09H;witness
probe_r2__P09H__s42,S-PROBE,R2,high,point_cloud_0,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P09H__s42.mp4,121,8,113,True,14e93f0fddc283e974b80f76e02a6e4a,False,probe__P09H__point_cloud_0__s42,full,,prompt_id=P09H
probe_r3__P09H__s42,S-PROBE,R3,high,point_cloud_0,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P09H__s42.mp4,121,8,113,True,231918427c9621e3cc4e249181760f95,False,probe__P09H__point_cloud_0__s42,captions,,prompt_id=P09H
probe__P09H__point_cloud_0__s43,S-PROBE,R1,high,point_cloud_0,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P09H__point_cloud_0__s43.mp4,121,8,120,False,eb9a57be83d3fe9332a92ff36fddb345,False,,full,,prompt_id=P09H;witness
probe_r2__P09H__s43,S-PROBE,R2,high,point_cloud_0,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P09H__s43.mp4,121,8,113,True,2e34bf0da78738196115ee29a450d7bb,False,probe__P09H__point_cloud_0__s43,full,,prompt_id=P09H
probe_r3__P09H__s43,S-PROBE,R3,high,point_cloud_0,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P09H__s43.mp4,121,8,113,True,264e422cb139ddf128bc44c537d8bc08,False,probe__P09H__point_cloud_0__s43,captions,,prompt_id=P09H
probe__P09H__point_cloud_0__s44,S-PROBE,R1,high,point_cloud_0,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P09H__point_cloud_0__s44.mp4,121,8,120,False,3ea766a614d4911daf68276cc6c5a723,False,,full,,prompt_id=P09H;witness
probe_r2__P09H__s44,S-PROBE,R2,high,point_cloud_0,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P09H__s44.mp4,121,8,113,True,953348e9c456c3618cbf3230b4a270c3,False,probe__P09H__point_cloud_0__s44,full,,prompt_id=P09H
probe_r3__P09H__s44,S-PROBE,R3,high,point_cloud_0,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P09H__s44.mp4,121,8,113,True,2226c2f20dc35f1149c4f2542ae624c9,False,probe__P09H__point_cloud_0__s44,captions,,prompt_id=P09H
probe__P10H__monstrosity_0__s42,S-PROBE,R1,high,monstrosity_0,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P10H__monstrosity_0__s42.mp4,121,8,120,False,fee5becac4e98286edae34dbcfd0e646,False,,full,,prompt_id=P10H;witness
probe_r2__P10H__s42,S-PROBE,R2,high,monstrosity_0,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P10H__s42.mp4,121,8,113,True,be917f0683680d426b29897a802f16a7,False,probe__P10H__monstrosity_0__s42,full,,prompt_id=P10H
probe_r3__P10H__s42,S-PROBE,R3,high,monstrosity_0,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P10H__s42.mp4,121,8,113,True,ea544668aa8b68121926e7ccc055e287,False,probe__P10H__monstrosity_0__s42,captions,,prompt_id=P10H
probe__P10H__monstrosity_0__s43,S-PROBE,R1,high,monstrosity_0,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P10H__monstrosity_0__s43.mp4,121,8,120,False,9a9b043aad8237be1f5071e8e49e476c,False,,full,,prompt_id=P10H;witness
probe_r2__P10H__s43,S-PROBE,R2,high,monstrosity_0,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P10H__s43.mp4,121,8,113,True,2b532cea47bbad5955f74f920480a3a0,False,probe__P10H__monstrosity_0__s43,full,,prompt_id=P10H
probe_r3__P10H__s43,S-PROBE,R3,high,monstrosity_0,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P10H__s43.mp4,121,8,113,True,9d35c646002ccf76b12e5873266df1ff,False,probe__P10H__monstrosity_0__s43,captions,,prompt_id=P10H
probe__P10H__monstrosity_0__s44,S-PROBE,R1,high,monstrosity_0,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P10H__monstrosity_0__s44.mp4,121,8,120,False,189dcafb2a2f2412330fa84b9e4bd91d,False,,full,,prompt_id=P10H;witness
probe_r2__P10H__s44,S-PROBE,R2,high,monstrosity_0,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P10H__s44.mp4,121,8,113,True,53e642f2d0387ff7eefbae2ed2296c3c,False,probe__P10H__monstrosity_0__s44,full,,prompt_id=P10H
probe_r3__P10H__s44,S-PROBE,R3,high,monstrosity_0,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P10H__s44.mp4,121,8,113,True,75ac1940f049a798475fa01b7e4f995b,False,probe__P10H__monstrosity_0__s44,captions,,prompt_id=P10H
probe__P11H__water_element_3__s42,S-PROBE,R1,high,water_element_3,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P11H__water_element_3__s42.mp4,121,8,120,False,c97485b12bf08d39f7556a0123cd2e52,False,,full,,prompt_id=P11H;witness
probe_r2__P11H__s42,S-PROBE,R2,high,water_element_3,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P11H__s42.mp4,121,8,113,True,ca6fe351c9197c7ac5e30362b8283a05,False,probe__P11H__water_element_3__s42,full,,prompt_id=P11H
probe_r3__P11H__s42,S-PROBE,R3,high,water_element_3,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P11H__s42.mp4,121,8,113,True,9f88862b85096a3b912aa24d57b4226e,False,probe__P11H__water_element_3__s42,captions,,prompt_id=P11H
probe__P11H__water_element_3__s43,S-PROBE,R1,high,water_element_3,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P11H__water_element_3__s43.mp4,121,8,120,False,56549e756430ea875abfb11501dd61df,False,,full,,prompt_id=P11H;witness
probe_r2__P11H__s43,S-PROBE,R2,high,water_element_3,43,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P11H__s43.mp4,121,8,113,True,79079ed742b06202fad67a6af9ef622f,False,probe__P11H__water_element_3__s43,full,,prompt_id=P11H
probe_r3__P11H__s43,S-PROBE,R3,high,water_element_3,43,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P11H__s43.mp4,121,8,113,True,132b1f03003ec05dfe0f8c1513aac3fd,False,probe__P11H__water_element_3__s43,captions,,prompt_id=P11H
probe__P11H__water_element_3__s44,S-PROBE,R1,high,water_element_3,44,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P11H__water_element_3__s44.mp4,121,8,120,False,e0b0597fee092568c83487f0acf2e2dc,False,,full,,prompt_id=P11H;witness
probe_r2__P11H__s44,S-PROBE,R2,high,water_element_3,44,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P11H__s44.mp4,121,8,113,True,0f969a56dd06b12fffe3a178df935308,False,probe__P11H__water_element_3__s44,full,,prompt_id=P11H
probe_r3__P11H__s44,S-PROBE,R3,high,water_element_3,44,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P11H__s44.mp4,121,8,113,True,eaf4da5b1f8a6729eee4ed5dc8ce9415,False,probe__P11H__water_element_3__s44,captions,,prompt_id=P11H
probe__P12H__water_element_4__s42,S-PROBE,R1,high,water_element_4,42,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P12H__water_element_4__s42.mp4,121,8,120,False,24df362956a128e10d2000ac5546b2d8,False,,full,,prompt_id=P12H;witness
probe_r2__P12H__s42,S-PROBE,R2,high,water_element_4,42,misc/2026-09-08_collapse_probe/out/r2/base_cond_neutral/probe_r2__P12H__s42.mp4,121,8,113,True,90fa0dadfe272d0e7d5f7fce1d79de68,False,probe__P12H__water_element_4__s42,full,,prompt_id=P12H
probe_r3__P12H__s42,S-PROBE,R3,high,water_element_4,42,misc/2026-09-08_collapse_probe/out/r3/base_cond_neutral/probe_r3__P12H__s42.mp4,121,8,113,True,e6f645589107952ac4c8574de69f0729,False,probe__P12H__water_element_4__s42,captions,,prompt_id=P12H
probe__P12H__water_element_4__s43,S-PROBE,R1,high,water_element_4,43,misc/2026-09-08_collapse_probe/out/r1/base_cond_neutral/probe__P12H__water_element_4__s43.mp4,121,8,120,False,093fdd708f5f12e30d8802c16a4c7fb1,False,,full,,prompt_id=P12H;witness
